Restaurants_Name,Cost_of_two,Areas,Reatings,Discounts
Sana-Di-Ge ,"Biryani, Seafood, Regional Indian₹2000 for two","Goldfinch Hotel, Seshadripuram","Sana-Di-Ge Goldfinch Hotel, SeshadripuramBiryani, Seafood, Regional Indian₹2000 for two4.4",Flat 10% + 25% with Bank Offers
URU - JP Nagar,"Cocktail Menu, Multicuisine₹2000 for two","JP Nagar, South Bengaluru","URU - JP NagarJP Nagar, South BengaluruCocktail Menu, Multicuisine₹2000 for two4.5",Flat 10% + 25% with Bank Offers
URU - JP Nagar,"Cocktail Menu, Multicuisine₹2000 for two","JP Nagar, South Bengaluru","URU - JP NagarJP Nagar, South BengaluruCocktail Menu, Multicuisine₹2000 for two4.5",Flat 10% + 25% with Bank Offers
The Foodstories Garden Cafe,Global Cuisine₹1500 for two,"Ashok Nagar, Bengaluru","The Foodstories Garden CafeAshok Nagar, BengaluruGlobal Cuisine₹1500 for two5.0",25% Off :Payeazy
The Foodstories Garden Cafe,Global Cuisine₹1500 for two,"Ashok Nagar, Bengaluru","The Foodstories Garden CafeAshok Nagar, BengaluruGlobal Cuisine₹1500 for two5.0",25% Off :Payeazy
Beijing Bites,Pan Asian₹450 for two,"Richmond Road, Central Bengaluru  | View All(53) Outlets","Beijing BitesRichmond Road, Central Bengaluru  | View All(53) OutletsPan Asian₹450 for two5.0",Flat 15% + 25% with Bank Offers
Beijing Bites,Pan Asian₹450 for two,"Richmond Road, Central Bengaluru  | View All(53) Outlets","Beijing BitesRichmond Road, Central Bengaluru  | View All(53) OutletsPan Asian₹450 for two5.0",Flat 15% + 25% with Bank Offers
Mikusu,"Chinese, Thai, Japanese₹3000 for two",Conrad Bengaluru,"MikusuConrad BengaluruChinese, Thai, Japanese₹3000 for two4.5",Flat 15% + 25% with Bank Offers
Mikusu,"Chinese, Thai, Japanese₹3000 for two",Conrad Bengaluru,"MikusuConrad BengaluruChinese, Thai, Japanese₹3000 for two4.5",Flat 15% + 25% with Bank Offers
1522 - The Pub,Multicuisine₹1500 for two,"Residency Road, Central Bengaluru  | View All(8) Outlets","1522 - The PubResidency Road, Central Bengaluru  | View All(8) OutletsMulticuisine₹1500 for two4.2",25% Off :Payeazy
1522 - The Pub,Multicuisine₹1500 for two,"Residency Road, Central Bengaluru  | View All(8) Outlets","1522 - The PubResidency Road, Central Bengaluru  | View All(8) OutletsMulticuisine₹1500 for two4.2",25% Off :Payeazy
Caprese,Italian₹2500 for two,Shangri-La Bengaluru,CapreseShangri-La BengaluruItalian₹2500 for two4.7,Flat 10% + 25% with Bank Offers
Caprese,Italian₹2500 for two,Shangri-La Bengaluru,CapreseShangri-La BengaluruItalian₹2500 for two4.7,Flat 10% + 25% with Bank Offers
Loco Lane,Multicuisine₹2500 for two,"Ashok Nagar, Bengaluru","Loco LaneAshok Nagar, BengaluruMulticuisine₹2500 for two5.0",25% Off :Payeazy
Loco Lane,Multicuisine₹2500 for two,"Ashok Nagar, Bengaluru","Loco LaneAshok Nagar, BengaluruMulticuisine₹2500 for two5.0",25% Off :Payeazy
Lumara Bar & Kitchen,Multicuisine₹2500 for two,"Old Madras Road, East Bengaluru","Lumara Bar & KitchenOld Madras Road, East BengaluruMulticuisine₹2500 for two4.1",Flat 10% + 25% with Bank Offers
Lumara Bar & Kitchen,Multicuisine₹2500 for two,"Old Madras Road, East Bengaluru","Lumara Bar & KitchenOld Madras Road, East BengaluruMulticuisine₹2500 for two4.1",Flat 10% + 25% with Bank Offers
Proxy - Rooftop Bar & Kitchen,"Finger Food, Cocktail Menu₹2000 for two"," Icon Select By Bhagini, Mahadevpura, Bengaluru","Proxy - Rooftop Bar & Kitchen Icon Select By Bhagini, Mahadevpura, BengaluruFinger Food, Cocktail Menu₹2000 for two3.9",Flat 25% + 25% with Bank Offers
Proxy - Rooftop Bar & Kitchen,"Finger Food, Cocktail Menu₹2000 for two"," Icon Select By Bhagini, Mahadevpura, Bengaluru","Proxy - Rooftop Bar & Kitchen Icon Select By Bhagini, Mahadevpura, BengaluruFinger Food, Cocktail Menu₹2000 for two3.9",Flat 25% + 25% with Bank Offers
Homiga,Korean₹2000 for two,"Forum Rex Walk, Brigade Road","HomigaForum Rex Walk, Brigade RoadKorean₹2000 for two4.3",25% Off :Payeazy
Homiga,Korean₹2000 for two,"Forum Rex Walk, Brigade Road","HomigaForum Rex Walk, Brigade RoadKorean₹2000 for two4.3",25% Off :Payeazy
House of Dopamine- HOD,Multicuisine₹2500 for two,"Koramangala, South Bengaluru","House of Dopamine- HODKoramangala, South BengaluruMulticuisine₹2500 for two3.0",Flat 10% + 25% with Bank Offers
House of Dopamine- HOD,Multicuisine₹2500 for two,"Koramangala, South Bengaluru","House of Dopamine- HODKoramangala, South BengaluruMulticuisine₹2500 for two3.0",Flat 10% + 25% with Bank Offers
LIT Gastropub,Multicuisine₹2000 for two,"Church Street, Central Bengaluru","LIT GastropubChurch Street, Central BengaluruMulticuisine₹2000 for two3.5",Flat 25% + 25% with Bank Offers
LIT Gastropub,Multicuisine₹2000 for two,"Church Street, Central Bengaluru","LIT GastropubChurch Street, Central BengaluruMulticuisine₹2000 for two3.5",Flat 25% + 25% with Bank Offers
Toscano,Italian₹1600 for two,"Museum Road, Ashok Nagar, Bengaluru  | View All(9) Outlets","ToscanoMuseum Road, Ashok Nagar, Bengaluru  | View All(9) OutletsItalian₹1600 for two4.4",25% Off :Payeazy
Toscano,Italian₹1600 for two,"Museum Road, Ashok Nagar, Bengaluru  | View All(9) Outlets","ToscanoMuseum Road, Ashok Nagar, Bengaluru  | View All(9) OutletsItalian₹1600 for two4.4",25% Off :Payeazy
The Kabab Studio,"North Indian, North Eastern, North West Frontier₹2000 for two","Goldfinch Hotel, Seshadripuram","The Kabab StudioGoldfinch Hotel, SeshadripuramNorth Indian, North Eastern, North West Frontier₹2000 for two3.9",Flat 10% + 25% with Bank Offers
The Kabab Studio,"North Indian, North Eastern, North West Frontier₹2000 for two","Goldfinch Hotel, Seshadripuram","The Kabab StudioGoldfinch Hotel, SeshadripuramNorth Indian, North Eastern, North West Frontier₹2000 for two3.9",Flat 10% + 25% with Bank Offers
Puran Da Dhaba,Indian₹2000 for two,"The Pride Hotel, Bengaluru","Puran Da DhabaThe Pride Hotel, BengaluruIndian₹2000 for two3.9",Flat 15% + 25% with Bank Offers
Puran Da Dhaba,Indian₹2000 for two,"The Pride Hotel, Bengaluru","Puran Da DhabaThe Pride Hotel, BengaluruIndian₹2000 for two3.9",Flat 15% + 25% with Bank Offers
Spice Terrace,North Indian₹2800 for two,"JW Marriott, Bengaluru, Central Bengaluru","Spice TerraceJW Marriott, Bengaluru, Central BengaluruNorth Indian₹2800 for two4.5",Flat 15% + 25% with Bank Offers
Spice Terrace,North Indian₹2800 for two,"JW Marriott, Bengaluru, Central Bengaluru","Spice TerraceJW Marriott, Bengaluru, Central BengaluruNorth Indian₹2800 for two4.5",Flat 15% + 25% with Bank Offers
Cafe G Holiday inn Bengaluru Racecourse,Multicuisine₹2500 for two,Holiday inn Bengaluru Racecourse,Cafe G Holiday inn Bengaluru RacecourseHoliday inn Bengaluru RacecourseMulticuisine₹2500 for two4.1,Flat 10% + 25% with Bank Offers
Cafe G Holiday inn Bengaluru Racecourse,Multicuisine₹2500 for two,Holiday inn Bengaluru Racecourse,Cafe G Holiday inn Bengaluru RacecourseHoliday inn Bengaluru RacecourseMulticuisine₹2500 for two4.1,Flat 10% + 25% with Bank Offers
Shokudo Select,"Japanese, Korean, Pan Asian₹2000 for two","Banaswadi, North Bengaluru","Shokudo SelectBanaswadi, North BengaluruJapanese, Korean, Pan Asian₹2000 for two4.7",Flat 10% + 25% with Bank Offers
Shokudo Select,"Japanese, Korean, Pan Asian₹2000 for two","Banaswadi, North Bengaluru","Shokudo SelectBanaswadi, North BengaluruJapanese, Korean, Pan Asian₹2000 for two4.7",Flat 10% + 25% with Bank Offers
AnTeRa Kitchen and Bar - Indiranagar,"Andhra, Multicuisine₹1200 for two","100 Feet Road, East Bengaluru","AnTeRa Kitchen and Bar - Indiranagar100 Feet Road, East BengaluruAndhra, Multicuisine₹1200 for two4.3",Flat 10% + 25% with Bank Offers
AnTeRa Kitchen and Bar - Indiranagar,"Andhra, Multicuisine₹1200 for two","100 Feet Road, East Bengaluru","AnTeRa Kitchen and Bar - Indiranagar100 Feet Road, East BengaluruAndhra, Multicuisine₹1200 for two4.3",Flat 10% + 25% with Bank Offers
Mainland China,Chinese₹1600 for two,"Church Street, Central Bengaluru  | View All(4) Outlets","Mainland ChinaChurch Street, Central Bengaluru  | View All(4) OutletsChinese₹1600 for two4.4",Flat 15% + 25% with Bank Offers
Mainland China,Chinese₹1600 for two,"Church Street, Central Bengaluru  | View All(4) Outlets","Mainland ChinaChurch Street, Central Bengaluru  | View All(4) OutletsChinese₹1600 for two4.4",Flat 15% + 25% with Bank Offers
Feast,Multicuisine₹2500 for two,Sheraton Grand Bangalore at Brigade Gateway  | View All(2) Outlets,FeastSheraton Grand Bangalore at Brigade Gateway  | View All(2) OutletsMulticuisine₹2500 for two4.5,Flat 15% + 25% with Bank Offers
Feast,Multicuisine₹2500 for two,Sheraton Grand Bangalore at Brigade Gateway  | View All(2) Outlets,FeastSheraton Grand Bangalore at Brigade Gateway  | View All(2) OutletsMulticuisine₹2500 for two4.5,Flat 15% + 25% with Bank Offers
Shiro,"Japanese, Pan Asian, Asian₹2500 for two","UB City, Central Bengaluru","ShiroUB City, Central BengaluruJapanese, Pan Asian, Asian₹2500 for two4.3",25% Off :Payeazy
Shiro,"Japanese, Pan Asian, Asian₹2500 for two","UB City, Central Bengaluru","ShiroUB City, Central BengaluruJapanese, Pan Asian, Asian₹2500 for two4.3",25% Off :Payeazy
No Limmits Lounge & Club,Multicuisine₹2000 for two,"Brigade Road, Central Bengaluru","No Limmits Lounge & ClubBrigade Road, Central BengaluruMulticuisine₹2000 for two3.5",Flat 20% + 25% with Bank Offers
No Limmits Lounge & Club,Multicuisine₹2000 for two,"Brigade Road, Central Bengaluru","No Limmits Lounge & ClubBrigade Road, Central BengaluruMulticuisine₹2000 for two3.5",Flat 20% + 25% with Bank Offers
Le Rock,Multicuisine₹1200 for two,"Brigade Road, Central Bengaluru","Le RockBrigade Road, Central BengaluruMulticuisine₹1200 for two4.2",Flat 10% + 25% with Bank Offers
Le Rock,Multicuisine₹1200 for two,"Brigade Road, Central Bengaluru","Le RockBrigade Road, Central BengaluruMulticuisine₹1200 for two4.2",Flat 10% + 25% with Bank Offers
Green Theory,Multicuisine₹2000 for two,"Residency Road, Central Bengaluru  | View All(2) Outlets","Green TheoryResidency Road, Central Bengaluru  | View All(2) OutletsMulticuisine₹2000 for two4.3",25% Off :Payeazy
Green Theory,Multicuisine₹2000 for two,"Residency Road, Central Bengaluru  | View All(2) Outlets","Green TheoryResidency Road, Central Bengaluru  | View All(2) OutletsMulticuisine₹2000 for two4.3",25% Off :Payeazy
Queens Restaurant,North Indian₹2000 for two,"Church Street, Central Bengaluru  | View All(2) Outlets","Queens RestaurantChurch Street, Central Bengaluru  | View All(2) OutletsNorth Indian₹2000 for two4.7",Flat 10% + 25% with Bank Offers
Queens Restaurant,North Indian₹2000 for two,"Church Street, Central Bengaluru  | View All(2) Outlets","Queens RestaurantChurch Street, Central Bengaluru  | View All(2) OutletsNorth Indian₹2000 for two4.7",Flat 10% + 25% with Bank Offers
Amaravathi Palace,Andhra₹600 for two,"JP Nagar, South Bengaluru","Amaravathi PalaceJP Nagar, South BengaluruAndhra₹600 for two4.4",Flat 10% + 25% with Bank Offers
Amaravathi Palace,Andhra₹600 for two,"JP Nagar, South Bengaluru","Amaravathi PalaceJP Nagar, South BengaluruAndhra₹600 for two4.4",Flat 10% + 25% with Bank Offers
Dishkeyaun The Bollywood Restaurant & Bar,"Indian, Modern Indian₹1800 for two","Forum Rex Walk, Brigade Road","Dishkeyaun The Bollywood Restaurant & BarForum Rex Walk, Brigade RoadIndian, Modern Indian₹1800 for two3.6",Flat 10% + 25% with Bank Offers
Dishkeyaun The Bollywood Restaurant & Bar,"Indian, Modern Indian₹1800 for two","Forum Rex Walk, Brigade Road","Dishkeyaun The Bollywood Restaurant & BarForum Rex Walk, Brigade RoadIndian, Modern Indian₹1800 for two3.6",Flat 10% + 25% with Bank Offers
Platform 65,Multicuisine₹2000 for two,"Bannerghatta Road, South Bengaluru  | View All(2) Outlets","Platform 65Bannerghatta Road, South Bengaluru  | View All(2) OutletsMulticuisine₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Platform 65,Multicuisine₹2000 for two,"Bannerghatta Road, South Bengaluru  | View All(2) Outlets","Platform 65Bannerghatta Road, South Bengaluru  | View All(2) OutletsMulticuisine₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Badmaash UB City,Indian₹2000 for two,"UB City, Central Bengaluru  | View All(4) Outlets","Badmaash UB CityUB City, Central Bengaluru  | View All(4) OutletsIndian₹2000 for two4.3",Flat 10% + 25% with Bank Offers
Badmaash UB City,Indian₹2000 for two,"UB City, Central Bengaluru  | View All(4) Outlets","Badmaash UB CityUB City, Central Bengaluru  | View All(4) OutletsIndian₹2000 for two4.3",Flat 10% + 25% with Bank Offers
Molly's Courtyard,"Indian, Japanese, Continental₹2000 for two","Vasanth Nagar, Central Bengaluru","Molly's CourtyardVasanth Nagar, Central BengaluruIndian, Japanese, Continental₹2000 for two3.5",25% Off :Payeazy
Molly's Courtyard,"Indian, Japanese, Continental₹2000 for two","Vasanth Nagar, Central Bengaluru","Molly's CourtyardVasanth Nagar, Central BengaluruIndian, Japanese, Continental₹2000 for two3.5",25% Off :Payeazy
Zodiac - The Fortune Palace,Multicuisine₹1800 for two,"Fortune Select JP Cosmos, Bengaluru","Zodiac - The Fortune PalaceFortune Select JP Cosmos, BengaluruMulticuisine₹1800 for two4.0",Flat 25% + 25% with Bank Offers
Zodiac - The Fortune Palace,Multicuisine₹1800 for two,"Fortune Select JP Cosmos, Bengaluru","Zodiac - The Fortune PalaceFortune Select JP Cosmos, BengaluruMulticuisine₹1800 for two4.0",Flat 25% + 25% with Bank Offers
Mannheim Craft Brewery,Multicuisine₹2500 for two,"Whitefield, East Bengaluru  | View All(3) Outlets","Mannheim Craft BreweryWhitefield, East Bengaluru  | View All(3) OutletsMulticuisine₹2500 for two4.5",Flat 15% + 25% with Bank Offers
Mannheim Craft Brewery,Multicuisine₹2500 for two,"Whitefield, East Bengaluru  | View All(3) Outlets","Mannheim Craft BreweryWhitefield, East Bengaluru  | View All(3) OutletsMulticuisine₹2500 for two4.5",Flat 15% + 25% with Bank Offers
Barbecue by Punjab Grill,"Beverages, Biryani, Finger Food₹2000 for two","Mantri Square, Malleshwaram","Barbecue by Punjab GrillMantri Square, MalleshwaramBeverages, Biryani, Finger Food₹2000 for two4.0",Flat 20% + 25% with Bank Offers
Barbecue by Punjab Grill,"Beverages, Biryani, Finger Food₹2000 for two","Mantri Square, Malleshwaram","Barbecue by Punjab GrillMantri Square, MalleshwaramBeverages, Biryani, Finger Food₹2000 for two4.0",Flat 20% + 25% with Bank Offers
NASHA The Resto Bar,Multicuisine₹1200 for two,"BTM, South Bengaluru","NASHA The Resto BarBTM, South BengaluruMulticuisine₹1200 for two4.0",Flat 10% + 25% with Bank Offers
NASHA The Resto Bar,Multicuisine₹1200 for two,"BTM, South Bengaluru","NASHA The Resto BarBTM, South BengaluruMulticuisine₹1200 for two4.0",Flat 10% + 25% with Bank Offers
Kenzai - Asian Kitchen And Lounge,Asian₹2000 for two,"Brigade Road, Central Bengaluru","Kenzai - Asian Kitchen And LoungeBrigade Road, Central BengaluruAsian₹2000 for two4.4",Flat 15% + 25% with Bank Offers
Kenzai - Asian Kitchen And Lounge,Asian₹2000 for two,"Brigade Road, Central Bengaluru","Kenzai - Asian Kitchen And LoungeBrigade Road, Central BengaluruAsian₹2000 for two4.4",Flat 15% + 25% with Bank Offers
One Atria Cafe,"Multicuisine, Biryani₹2000 for two",Radisson Blu Atria Bengaluru,"One Atria CafeRadisson Blu Atria BengaluruMulticuisine, Biryani₹2000 for two4.2",Flat 10% + 25% with Bank Offers
One Atria Cafe,"Multicuisine, Biryani₹2000 for two",Radisson Blu Atria Bengaluru,"One Atria CafeRadisson Blu Atria BengaluruMulticuisine, Biryani₹2000 for two4.2",Flat 10% + 25% with Bank Offers
Matsuri,"Japanese, Sushi₹2000 for two","The Chancery Hotel, Bengaluru","MatsuriThe Chancery Hotel, BengaluruJapanese, Sushi₹2000 for two4.6",Flat 15% + 25% with Bank Offers
Matsuri,"Japanese, Sushi₹2000 for two","The Chancery Hotel, Bengaluru","MatsuriThe Chancery Hotel, BengaluruJapanese, Sushi₹2000 for two4.6",Flat 15% + 25% with Bank Offers
Ging,"oriental, Cocktail Menu₹2500 for two","Royal Orchid Central, Bengaluru","GingRoyal Orchid Central, Bengaluruoriental, Cocktail Menu₹2500 for two4.3",Flat 10% + 25% with Bank Offers
Ging,"oriental, Cocktail Menu₹2500 for two","Royal Orchid Central, Bengaluru","GingRoyal Orchid Central, Bengaluruoriental, Cocktail Menu₹2500 for two4.3",Flat 10% + 25% with Bank Offers
Kake Di Hatti,North Indian₹2000 for two,"Brigade Road, Central Bengaluru  | View All(10) Outlets","Kake Di HattiBrigade Road, Central Bengaluru  | View All(10) OutletsNorth Indian₹2000 for two4.5",25% Off :Payeazy
Kake Di Hatti,North Indian₹2000 for two,"Brigade Road, Central Bengaluru  | View All(10) Outlets","Kake Di HattiBrigade Road, Central Bengaluru  | View All(10) OutletsNorth Indian₹2000 for two4.5",25% Off :Payeazy
Whispers Pub (Big Barn),Multicuisine₹2000 for two,"Banashankari, South Bengaluru","Whispers Pub (Big Barn)Banashankari, South BengaluruMulticuisine₹2000 for two4.4",Flat 25% + 25% with Bank Offers
Whispers Pub (Big Barn),Multicuisine₹2000 for two,"Banashankari, South Bengaluru","Whispers Pub (Big Barn)Banashankari, South BengaluruMulticuisine₹2000 for two4.4",Flat 25% + 25% with Bank Offers
Barbeque Nation,Multicuisine₹2000 for two,"Garuda Mall, Ashok Nagar  | View All(24) Outlets","Barbeque NationGaruda Mall, Ashok Nagar  | View All(24) OutletsMulticuisine₹2000 for two4.6",25% Off :Payeazy
Barbeque Nation,Multicuisine₹2000 for two,"Garuda Mall, Ashok Nagar  | View All(24) Outlets","Barbeque NationGaruda Mall, Ashok Nagar  | View All(24) OutletsMulticuisine₹2000 for two4.6",25% Off :Payeazy
Kudla,Multicuisine₹2500 for two,"Sampangi Rama Nagar, Bengaluru","KudlaSampangi Rama Nagar, BengaluruMulticuisine₹2500 for two5.0",Flat 15% + 25% with Bank Offers
Kudla,Multicuisine₹2500 for two,"Sampangi Rama Nagar, Bengaluru","KudlaSampangi Rama Nagar, BengaluruMulticuisine₹2500 for two5.0",Flat 15% + 25% with Bank Offers
Espressoulster Coffee,"Pasta, Sandwiches, Coffee₹500 for two","Koramangala, South Bengaluru","Espressoulster CoffeeKoramangala, South BengaluruPasta, Sandwiches, Coffee₹500 for two4.0",Flat 10% + 25% with Bank Offers
Espressoulster Coffee,"Pasta, Sandwiches, Coffee₹500 for two","Koramangala, South Bengaluru","Espressoulster CoffeeKoramangala, South BengaluruPasta, Sandwiches, Coffee₹500 for two4.0",Flat 10% + 25% with Bank Offers
Dolci - Lavelle Road,European₹800 for two,"Lavelle Road, Central Bengaluru","Dolci - Lavelle RoadLavelle Road, Central BengaluruEuropean₹800 for two5.0",Flat 30% + 25% with Bank Offers
