Restaurants_Name,Cuisine,area,region,Discount,cost_of_two,ratings
Amoeba Sports Bar,Multicuisine,,,35,2000,3.8
Amoeba Sports Bar,Multicuisine,,,35,2000,3.8
Maya,"North Indian, Asian, Continental",Jayanagar,South Bengaluru,35,2000,4.2
Maya,"North Indian, Asian, Continental",Jayanagar,South Bengaluru,35,2000,4.2
Plente,Multicuisine,Indiranagar,East Bengaluru,25,800,4.8
Plente,Multicuisine,Indiranagar,East Bengaluru,25,800,4.8
Brunch Project,Cafe,Koramangala 4th Block,South Bengaluru,35,2000,4.4
Brunch Project,Cafe,Koramangala 4th Block,South Bengaluru,35,2000,4.4
Bricks Bar & Kitchen,Multicuisine,JP Nagar,South Bengaluru,25,2000,3.7
Bricks Bar & Kitchen,Multicuisine,JP Nagar,South Bengaluru,25,2000,3.7
Mangosteen Cafe,Cafe,Koramangala 6th Block,South Bengaluru,45,3000,4.0
Mangosteen Cafe,Cafe,Koramangala 6th Block,South Bengaluru,45,3000,4.0
Oia,Multicuisine,Hennur,North Bengaluru,25,2000,4.2
Oia,Multicuisine,Hennur,North Bengaluru,25,2000,4.2
The Chocolate Room,"Desserts, Beverages",Whitefield,East Bengaluru,35,2000,3.9
The Chocolate Room,"Desserts, Beverages",Whitefield,East Bengaluru,35,2000,3.9
Mocaa House,Multicuisine,Vijaya Bank Layout,Bengaluru,25,800,5.0
Mocaa House,Multicuisine,Vijaya Bank Layout,Bengaluru,25,800,5.0
Aviator,Multicuisine,,,50,2000,3.0
Aviator,Multicuisine,,,50,2000,3.0
Bramble Kitchen & Bar,Multicuisine,JP Nagar,South Bengaluru,35,2000,4.2
Bramble Kitchen & Bar,Multicuisine,JP Nagar,South Bengaluru,35,2000,4.2
Karma & Kurry,Asian,Yelahanka,North Bengaluru,25,2000,4.5
Karma & Kurry,Asian,Yelahanka,North Bengaluru,25,2000,4.5
Ganbeii Microbrewery,Multicuisine,Koramangala 5th Block,South Bengaluru,25,2000,4.7
Ganbeii Microbrewery,Multicuisine,Koramangala 5th Block,South Bengaluru,25,2000,4.7
Ambara Bar & Restaurant,Multicuisine,V One Hotel - Ambara Elite,Bengaluru,40,2000,4.6
Ambara Bar & Restaurant,Multicuisine,V One Hotel - Ambara Elite,Bengaluru,40,2000,4.6
Far & East,"Chinese, Japanese, Thai",Four Seasons Hotel,Bengaluru,40,3500,4.4
Far & East,"Chinese, Japanese, Thai",Four Seasons Hotel,Bengaluru,40,3500,4.4
Buffalo Wild Wings,American,International Airport,North Bengaluru,25,2500,3.8
Buffalo Wild Wings,American,International Airport,North Bengaluru,25,2500,3.8
Light of Italy,"Italian, Mexican",HSR,South Bengaluru,35,2000,4.5
Light of Italy,"Italian, Mexican",HSR,South Bengaluru,35,2000,4.5
Barkaas Arabic Restaurant,"Arabian, Middle Eastern",Marathahalli,East Bengaluru,35,2000,4.2
Barkaas Arabic Restaurant,"Arabian, Middle Eastern",Marathahalli,East Bengaluru,35,2000,4.2
The Hebbal Cafe,Multicuisine,Courtyard by Marriott,Bengaluru,35,2500,4.7
The Hebbal Cafe,Multicuisine,Courtyard by Marriott,Bengaluru,35,2500,4.7
1882,Multicuisine,DoubleTree by Hilton,Bengaluru,45,2500,3.9
1882,Multicuisine,DoubleTree by Hilton,Bengaluru,45,2500,3.9
Beankind - Coffee & Bakehouse,"Bakery, Coffee and Tea",Banashankari,South Bengaluru,35,500,4.0
Beankind - Coffee & Bakehouse,"Bakery, Coffee and Tea",Banashankari,South Bengaluru,35,500,4.0
Taiki,oriental,100 Feet Road,East Bengaluru,25,2000,4.2
Taiki,oriental,100 Feet Road,East Bengaluru,25,2000,4.2
Ivory by the lake,Multicuisine,Rajarajeshwari Nagar,South Bengaluru,40,2000,4.3
Ivory by the lake,Multicuisine,Rajarajeshwari Nagar,South Bengaluru,40,2000,4.3
Kothimbir,"Seafood, Maharashtrian",Marathahalli,East Bengaluru,25,2000,4.7
Kothimbir,"Seafood, Maharashtrian",Marathahalli,East Bengaluru,25,2000,4.7
"KYBA - Sushi, Dim Sums & More",Pan Asian,Visthara Hotel,Bengaluru,40,2000,4.4
"KYBA - Sushi, Dim Sums & More",Pan Asian,Visthara Hotel,Bengaluru,40,2000,4.4
Orah Brew Garden,Multicuisine,Yelahanka,North Bengaluru,35,2500,4.5
Orah Brew Garden,Multicuisine,Yelahanka,North Bengaluru,35,2500,4.5
Fab Cafe,"Indian, Continental",Rajarajeshwari Nagar,South Bengaluru,35,600,4.5
Fab Cafe,"Indian, Continental",Rajarajeshwari Nagar,South Bengaluru,35,600,4.5
The Balcony Bar,Multicuisine,Indiranagar,East Bengaluru,25,800,4.7
The Balcony Bar,Multicuisine,Indiranagar,East Bengaluru,25,800,4.7
Cinders Rooftop Barbeque,"Multicuisine, Barbeque",Comfort INN Insys,Bengaluru,40,2000,4.1
Cinders Rooftop Barbeque,"Multicuisine, Barbeque",Comfort INN Insys,Bengaluru,40,2000,4.1
Via Milano,"Italian, Pizza",Sarjapur Road,South Bengaluru,35,2000,4.5
Via Milano,"Italian, Pizza",Sarjapur Road,South Bengaluru,35,2000,4.5
Yuki Cocktail Bar & Kitchen,"Cocktail Menu, Pan Asian, Asian",100 Feet Road,East Bengaluru,25,2000,4.7
Yuki Cocktail Bar & Kitchen,"Cocktail Menu, Pan Asian, Asian",100 Feet Road,East Bengaluru,25,2000,4.7
Zubaan Arabian Restaurant,Arabian,Koramangala,South Bengaluru,35,2000,4.5
Zubaan Arabian Restaurant,Arabian,Koramangala,South Bengaluru,35,2000,4.5
ABV- Artisanal Bier Village,Multicuisine,Whitefield,East Bengaluru,25,2500,4.5
ABV- Artisanal Bier Village,Multicuisine,Whitefield,East Bengaluru,25,2500,4.5
Wild Rabbit Cafe and Bakehouse,Continental,Kundalahalli,Bengaluru,35,1000,5.0
Wild Rabbit Cafe and Bakehouse,Continental,Kundalahalli,Bengaluru,35,1000,5.0
Falak,North Indian,"The Leela Bhartiya City, Hotel Convention & Residences",Bengaluru,35,2500,4.6
Falak,North Indian,"The Leela Bhartiya City, Hotel Convention & Residences",Bengaluru,35,2500,4.6
Aarell Cafe,Italian,Jayanagar,South Bengaluru,35,600,5.0
Aarell Cafe,Italian,Jayanagar,South Bengaluru,35,600,5.0
The Pump House,"Finger Food, Cocktail Menu",JP Nagar,South Bengaluru,25,2000,4.5
The Pump House,"Finger Food, Cocktail Menu",JP Nagar,South Bengaluru,25,2000,4.5
Venn by Spiga & Grounded,Multicuisine,Kalyan Nagar,North Bengaluru,35,500,4.0
Venn by Spiga & Grounded,Multicuisine,Kalyan Nagar,North Bengaluru,35,500,4.0
Paros Brewery & Kitchen,Multicuisine,Rajarajeshwari Nagar,South Bengaluru,25,3000,4.3
Paros Brewery & Kitchen,Multicuisine,Rajarajeshwari Nagar,South Bengaluru,25,3000,4.3
Anupams Coast II Coast Whitefield,Multicuisine,Whitefield,East Bengaluru,35,2500,5.0
Anupams Coast II Coast Whitefield,Multicuisine,Whitefield,East Bengaluru,35,2500,5.0
Yum Yum Korean Bucket ,Korean,Koramangala,South Bengaluru,35,800,4.0
Yum Yum Korean Bucket ,Korean,Koramangala,South Bengaluru,35,800,4.0
Sobre Cafe & Bar - Trinity Whitefield,"Cocktail Menu, Finger Food",Whitefield,East Bengaluru,45,1000,4.0
Sobre Cafe & Bar - Trinity Whitefield,"Cocktail Menu, Finger Food",Whitefield,East Bengaluru,45,1000,4.0
Ambedo Restaurant & Cocktail Bar,Multicuisine,JP Nagar,South Bengaluru,35,3000,4.1
Ambedo Restaurant & Cocktail Bar,Multicuisine,JP Nagar,South Bengaluru,35,3000,4.1
Hungry Hippie,Multicuisine,Koramangala,South Bengaluru,35,2000,4.1
Hungry Hippie,Multicuisine,Koramangala,South Bengaluru,35,2000,4.1
Aromas Of Biryani,Multicuisine,Jayanagar,South Bengaluru,25,2000,4.4
Aromas Of Biryani,Multicuisine,Jayanagar,South Bengaluru,25,2000,4.4
Bayroute,"Mediterranean, Middle Eastern","Phoenix Mall Of Asia, Yelahanka",Bengaluru,25,2500,5.0
Bayroute,"Mediterranean, Middle Eastern","Phoenix Mall Of Asia, Yelahanka",Bengaluru,25,2500,5.0
The Verandah,Multicuisine,Holiday Inn Express & Suites,Bengaluru,40,2500,4.0
The Verandah,Multicuisine,Holiday Inn Express & Suites,Bengaluru,40,2500,4.0
Forskor Restaurant,Multicuisine,Sarjapur Road,South Bengaluru,35,2000,4.4
Forskor Restaurant,Multicuisine,Sarjapur Road,South Bengaluru,35,2000,4.4
The Lobby Lounge & Terrace,"Bakery, Coffee and Tea",Four Seasons Hotel,Bengaluru,40,2400,5.0
The Lobby Lounge & Terrace,"Bakery, Coffee and Tea",Four Seasons Hotel,Bengaluru,40,2400,5.0
Specialty Coffee House,Cafe,Doddanekkundi,Bengaluru,25,700,4.0
Specialty Coffee House,Cafe,Doddanekkundi,Bengaluru,25,700,4.0
Reboot The Pub,"Chinese, Indian",Marathahalli,East Bengaluru,35,2000,4.1
Reboot The Pub,"Chinese, Indian",Marathahalli,East Bengaluru,35,2000,4.1
Curryce Andhra Bhojnam,Indian,Sahakara Nagar,North Bengaluru,35,2000,5.0
Curryce Andhra Bhojnam,Indian,Sahakara Nagar,North Bengaluru,35,2000,5.0
Quatre Adda,Multicuisine,Yelahanka,North Bengaluru,35,2500,4.3
Quatre Adda,Multicuisine,Yelahanka,North Bengaluru,35,2500,4.3
Roxie,Multicuisine,Sarjapur Road,South Bengaluru,25,1800,4.4
Roxie,Multicuisine,Sarjapur Road,South Bengaluru,25,1800,4.4
East,Pan Asian,The Oterra,Bengaluru,35,2000,4.8
East,Pan Asian,The Oterra,Bengaluru,35,2000,4.8
Jamie's Pizzeria By Jamie Oliver,"Pasta, Pizza, Italian",,,45,5000,3.6
Jamie's Pizzeria By Jamie Oliver,"Pasta, Pizza, Italian",,,45,5000,3.6
The Caffeine Baar,Multicuisine,Jayanagar,South Bengaluru,35,2000,4.2
The Caffeine Baar,Multicuisine,Jayanagar,South Bengaluru,35,2000,4.2
LIT Gastro Pub,"Cocktail Menu, Multicuisine",Jayanagar,South Bengaluru,35,2000,3.5
LIT Gastro Pub,"Cocktail Menu, Multicuisine",Jayanagar,South Bengaluru,35,2000,3.5
Danapani,"Chinese, North Indian, South Indian",JP Nagar 7th Phase,South Bengaluru,35,600,4.0
Danapani,"Chinese, North Indian, South Indian",JP Nagar 7th Phase,South Bengaluru,35,600,4.0
Shanmukha Restaurant,"Andhra, Chinese, Indian",Jayanagar,South Bengaluru,35,1000,4.4
Shanmukha Restaurant,"Andhra, Chinese, Indian",Jayanagar,South Bengaluru,35,1000,4.4
Sidewalk Cafe & Bar,Multicuisine,The Paul,Bengaluru,35,2000,4.3
Sidewalk Cafe & Bar,Multicuisine,The Paul,Bengaluru,35,2000,4.3
PLaY Arena,Multicuisine,Sarjapur Road,South Bengaluru,25,1800,4.5
PLaY Arena,Multicuisine,Sarjapur Road,South Bengaluru,25,1800,4.5
Sadda Punjabi Dhaba,"North Indian, Barbeque",HSR,South Bengaluru,35,2000,4.1
Sadda Punjabi Dhaba,"North Indian, Barbeque",HSR,South Bengaluru,35,2000,4.1
The Fisherman's Wharf Jakkur,Multicuisine,Jakkur,Central Bengaluru,35,2000,4.2
The Fisherman's Wharf Jakkur,Multicuisine,Jakkur,Central Bengaluru,35,2000,4.2
SKYROOT BY TOF,Multicuisine,Bannerghatta Road,South Bengaluru,45,2000,3.1
SKYROOT BY TOF,Multicuisine,Bannerghatta Road,South Bengaluru,45,2000,3.1
Geist Brewing Co.,Multicuisine,Bhartiya Mall,Bengaluru,25,2000,4.6
Geist Brewing Co.,Multicuisine,Bhartiya Mall,Bengaluru,25,2000,4.6
Chavadi Restaurant,"European, South Indian",Bannerghatta Road,South Bengaluru,35,2000,4.4
Chavadi Restaurant,"European, South Indian",Bannerghatta Road,South Bengaluru,35,2000,4.4
Delicious China,Chinese,Battrahalli,Bengaluru,35,2000,4.1
Delicious China,Chinese,Battrahalli,Bengaluru,35,2000,4.1
The Wild Fork Restaurant ,Multicuisine,La Marvella -,Bengaluru,35,2000,4.0
The Wild Fork Restaurant ,Multicuisine,La Marvella -,Bengaluru,35,2000,4.0
Minx,Multicuisine,,,25,3000,1.0
Minx,Multicuisine,,,25,3000,1.0
Templar-7,Multicuisine,MG Road,Central Bengaluru,25,2000,1.0
Templar-7,Multicuisine,MG Road,Central Bengaluru,25,2000,1.0
The Coconut Affair,Indian Coastal Cuisine,100 Feet Road,East Bengaluru,35,1500,4.0
The Coconut Affair,Indian Coastal Cuisine,100 Feet Road,East Bengaluru,35,1500,4.0
Sindhoora Gardenia,Multicuisine,Banashankari,South Bengaluru,35,2000,4.6
Sindhoora Gardenia,Multicuisine,Banashankari,South Bengaluru,35,2000,4.6
Gully Gangz Sports Bar,Multicuisine,Koramangala 5th Block,South Bengaluru,45,2500,1.0
Gully Gangz Sports Bar,Multicuisine,Koramangala 5th Block,South Bengaluru,45,2500,1.0
Drink N Dine,Multicuisine,Chandra Layout,West Bengaluru,40,2000,4.1
Drink N Dine,Multicuisine,Chandra Layout,West Bengaluru,40,2000,4.1
1947 Restaurant ,"Chinese, North Indian",Koramangala,South Bengaluru,25,1200,3.9
1947 Restaurant ,"Chinese, North Indian",Koramangala,South Bengaluru,25,1200,3.9
 Urban Turban,North Indian,Sarjapur Road,South Bengaluru,35,2000,3.9
 Urban Turban,North Indian,Sarjapur Road,South Bengaluru,35,2000,3.9
TherPUP - A Dog Cafe,"Continental, Cafe",Whitefield,East Bengaluru,40,2000,4.1
TherPUP - A Dog Cafe,"Continental, Cafe",Whitefield,East Bengaluru,40,2000,4.1
DYN,Multicuisine,,,35,3000,3.6
DYN,Multicuisine,,,35,3000,3.6
Hakuna Matata,Multicuisine,JP Nagar,South Bengaluru,25,1800,4.4
Hakuna Matata,Multicuisine,JP Nagar,South Bengaluru,25,1800,4.4
Quarter Peter Koramangala,"Chinese, South Indian",Koramangala,South Bengaluru,25,1000,4.0
Quarter Peter Koramangala,"Chinese, South Indian",Koramangala,South Bengaluru,25,1000,4.0
Lemon Leaf,Indian Coastal Cuisine,Kanakapura Road,South Bengaluru,45,2000,4.1
Lemon Leaf,Indian Coastal Cuisine,Kanakapura Road,South Bengaluru,45,2000,4.1
Sequence Restobar,Multicuisine,Seshadripuram,Central Bengaluru,35,2000,5.0
Sequence Restobar,Multicuisine,Seshadripuram,Central Bengaluru,35,2000,5.0
Rarus Offbeat Dining Experience,Multicuisine,Jayanagar,South Bengaluru,35,800,3.8
Rarus Offbeat Dining Experience,Multicuisine,Jayanagar,South Bengaluru,35,800,3.8
The World Cafe,Delicatessen ,,,40,2000,4.8
The World Cafe,Delicatessen ,,,40,2000,4.8
Sattvam,Multicuisine,Whitefield,East Bengaluru,25,4000,4.9
Sattvam,Multicuisine,Whitefield,East Bengaluru,25,4000,4.9
2 Pints Brewing Taproom & Kitchen,"Continental, European, North Indian",Mahadevapura,Bengaluru,35,2400,4.3
2 Pints Brewing Taproom & Kitchen,"Continental, European, North Indian",Mahadevapura,Bengaluru,35,2400,4.3
Ice Cream Works,"Desserts, Ice Cream",Konanakunte,South Bengaluru,45,400,4.0
Ice Cream Works,"Desserts, Ice Cream",Konanakunte,South Bengaluru,45,400,4.0
Tall Oaks,Multicuisine,Seegehalli,East Bengaluru,25,2500,4.4
Tall Oaks,Multicuisine,Seegehalli,East Bengaluru,25,2500,4.4
Escape Bar & Kitchen,Multicuisine,Kanakapura Road,South Bengaluru,35,2000,3.8
Escape Bar & Kitchen,Multicuisine,Kanakapura Road,South Bengaluru,35,2000,3.8
Brahma Brews,Multicuisine,JP Nagar,South Bengaluru,25,1500,4.5
Brahma Brews,Multicuisine,JP Nagar,South Bengaluru,25,1500,4.5
KLINX ,Cocktail Menu,,,40,4000,4.4
KLINX ,Cocktail Menu,,,40,4000,4.4
